date,CAT_irn,FieldDept,cumulative,rel_freq
2011-08,1820229,Botany,3,17
2012-03,1820229,Botany,4,33
2011-04,1820237,Botany,1,20
2011-08,1820237,Botany,3,33
2011-04,1820252,Botany,2,40
2011-04,1820254,Botany,2,40
2011-08,1820254,Botany,3,17
2012-04,1820254,Botany,4,25
2011-04,1820262,Botany,2,40
2011-04,1820265,Botany,3,60
2012-04,1820265,Botany,5,50
2011-04,1820268,Botany,2,40
2011-08,1820268,Botany,3,17
2012-04,1820268,Botany,4,25
2011-04,1820269,Botany,2,40
2011-08,1820269,Botany,3,17
2012-04,1820269,Botany,4,25
2011-04,1820274,Botany,2,40
2011-08,1820274,Botany,3,17
2012-04,1820274,Botany,4,25
2011-04,1820277,Botany,2,40
2011-08,1820277,Botany,4,33
2011-04,1820306,Botany,2,40
2011-08,1820306,Botany,4,33
2011-04,1820309,Botany,2,40
2011-08,1820309,Botany,3,17
2012-04,1820309,Botany,4,25
2011-04,1820315,Botany,3,60
2011-07,1820315,Botany,4,50
2011-08,1820315,Botany,5,17
2011-04,1820318,Botany,2,40
2011-08,1820318,Botany,4,33
2011-04,1820320,Botany,2,40
2011-08,1820320,Botany,4,33
2011-04,1820322,Botany,2,40
2012-04,1820322,Botany,4,50
2011-04,1820338,Botany,2,40
2012-04,1820338,Botany,4,50
2011-04,1820355,Botany,3,60
2012-04,1820355,Botany,5,50
2011-04,1820358,Botany,3,60
2012-04,1820358,Botany,5,50
2011-04,1820359,Botany,2,40
2011-08,1820359,Botany,3,17
2012-03,1820359,Botany,4,33
2011-04,1820362,Botany,2,40
2011-08,1820362,Botany,3,17
2012-03,1820362,Botany,4,33
2011-04,1820363,Botany,2,40
2011-08,1820363,Botany,4,33
2011-04,1820369,Botany,2,40
2011-08,1820369,Botany,4,33
2011-04,1820371,Botany,2,40
2012-03,1820371,Botany,3,33
2012-04,1820371,Botany,4,25
2011-04,1820380,Botany,2,40
2011-08,1820380,Botany,4,33
2011-04,1820385,Botany,2,40
2011-08,1820385,Botany,3,17
2012-03,1820385,Botany,4,33
2011-04,1820400,Botany,2,40
2012-04,1820400,Botany,4,50
2011-04,1820401,Botany,2,40
2011-08,1820401,Botany,3,17
2012-03,1820401,Botany,4,33
2011-04,1820402,Botany,2,40
2011-08,1820402,Botany,3,17
2012-03,1820402,Botany,4,33
2011-04,1820413,Botany,2,40
2012-04,1820413,Botany,4,50
2011-04,1820420,Botany,2,40
2011-08,1820420,Botany,3,17
2012-03,1820420,Botany,4,33
2011-04,1820433,Botany,2,40
2011-08,1820433,Botany,4,33
2011-04,1820434,Botany,2,40
2011-08,1820434,Botany,4,33
2011-04,1820435,Botany,2,40
2011-08,1820435,Botany,4,33
2011-04,1820436,Botany,2,40
2011-08,1820436,Botany,4,33
2011-04,1820437,Botany,2,40
2011-08,1820437,Botany,3,17
2012-03,1820437,Botany,4,33
2011-04,1820451,Botany,2,40
2011-08,1820451,Botany,3,17
2012-03,1820451,Botany,4,33
2011-04,1820452,Botany,3,60
2012-04,1820452,Botany,5,50
2011-04,1820453,Botany,3,60
2012-04,1820453,Botany,5,50
2011-04,1820456,Botany,3,60
2012-06,1820456,Botany,5,6
2011-04,1820461,Botany,2,40
2011-08,1820461,Botany,3,17
2012-03,1820461,Botany,4,33
2011-04,1820462,Botany,2,40
2011-08,1820462,Botany,4,33
2011-04,1820466,Botany,2,40
2011-08,1820466,Botany,3,17
2012-03,1820466,Botany,4,33
2011-04,1820468,Botany,2,40
2011-08,1820468,Botany,4,33
2011-04,1820470,Botany,3,60
2012-04,1820470,Botany,5,50
2011-04,1820471,Botany,3,60
2012-04,1820471,Botany,5,50
2011-04,1820474,Botany,2,40
2011-08,1820474,Botany,4,33
2011-04,1820475,Botany,2,40
2011-08,1820475,Botany,3,17
2012-03,1820475,Botany,4,33
2011-04,1820479,Botany,2,40
2011-08,1820479,Botany,3,17
2012-04,1820479,Botany,4,25
2011-04,1820490,Botany,2,40
2011-08,1820490,Botany,3,17
2012-03,1820490,Botany,4,33
2011-04,1820504,Botany,2,40
2011-08,1820504,Botany,4,33
2011-04,1820506,Botany,3,60
2012-04,1820506,Botany,5,50
2011-04,1820516,Botany,1,20
2012-04,1820516,Botany,3,50
2011-04,1820530,Botany,3,60
2012-04,1820530,Botany,5,50
2011-04,1820537,Botany,2,40
2011-08,1820537,Botany,4,33
2011-04,1820538,Botany,3,60
2011-07,1820538,Botany,4,50
2011-08,1820538,Botany,5,17
2011-04,1820541,Botany,3,60
2011-07,1820541,Botany,4,50
2011-08,1820541,Botany,5,17
2011-04,1820542,Botany,3,60
2011-07,1820542,Botany,4,50
2011-08,1820542,Botany,5,17
2011-04,1820556,Botany,4,80
2011-07,1820556,Botany,5,50
2011-08,1820556,Botany,6,17
2011-04,1820562,Botany,3,60
2011-08,1820562,Botany,5,33
2011-04,1820564,Botany,3,60
2012-08,1820564,Botany,4,10
2012-12,1820564,Botany,5,33
2011-04,1820569,Botany,3,60
2011-08,1820569,Botany,5,33
2011-04,1820571,Botany,4,80
2011-07,1820571,Botany,5,50
2011-08,1820571,Botany,6,17
2011-04,1820578,Botany,3,60
2011-08,1820578,Botany,5,33
2011-04,1820586,Botany,4,80
2011-07,1820586,Botany,5,50
2011-08,1820586,Botany,6,17
2011-04,1820590,Botany,3,60
2012-04,1820590,Botany,5,50
2011-04,1820599,Botany,2,40
2011-08,1820599,Botany,3,17
2012-04,1820599,Botany,4,25
2011-04,1820612,Botany,3,60
2011-08,1820612,Botany,5,33
2011-04,1820613,Botany,3,60
2011-04,1820625,Botany,4,80
2012-04,1820625,Botany,6,50
2011-04,1820626,Botany,3,60
2011-08,1820626,Botany,4,17
2012-04,1820626,Botany,5,25
2011-04,1820630,Botany,3,60
2012-04,1820630,Botany,5,50
2011-04,1820638,Botany,2,40
2012-04,1820638,Botany,4,50
2011-04,1820640,Botany,4,80
2011-07,1820640,Botany,5,50
2011-08,1820640,Botany,6,17
2011-04,1820641,Botany,4,80
2011-07,1820641,Botany,5,50
2011-08,1820641,Botany,6,17
2011-04,1820644,Botany,3,60
2011-08,1820644,Botany,4,17
2012-03,1820644,Botany,5,33
2011-04,1820652,Botany,3,60
2012-06,1820652,Botany,4,3
2012-07,1820652,Botany,5,25
2011-04,1820657,Botany,3,60
2011-08,1820657,Botany,5,33
2011-04,1820671,Botany,3,60
2011-07,1820671,Botany,4,50
2011-08,1820671,Botany,5,17
2011-04,1820673,Botany,3,60
2011-07,1820673,Botany,5,100
2011-04,1820676,Botany,3,60
2012-06,1820676,Botany,4,3
2012-07,1820676,Botany,5,25
2011-04,1820680,Botany,3,60
2012-08,1820680,Botany,5,20
2012-12,1820680,Botany,6,33
2011-04,1820682,Botany,4,80
2012-06,1820682,Botany,5,3
2012-07,1820682,Botany,6,25
2011-04,1820686,Botany,3,60
2012-04,1820686,Botany,5,50
2011-04,1820688,Botany,3,60
2011-08,1820688,Botany,4,17
2012-04,1820688,Botany,5,25
2011-04,1820690,Botany,3,60
2011-08,1820690,Botany,4,17
2012-04,1820690,Botany,5,25
2011-04,1820692,Botany,3,60
2012-08,1820692,Botany,4,10
2012-12,1820692,Botany,5,33
2011-04,1820696,Botany,3,60
2012-04,1820696,Botany,5,50
2011-04,1820702,Botany,3,60
2011-07,1820702,Botany,4,50
2011-08,1820702,Botany,5,17
2011-04,1820704,Botany,3,60
2011-08,1820704,Botany,4,17
2012-03,1820704,Botany,5,33
2011-04,1820723,Botany,3,60
2012-04,1820723,Botany,5,50
2011-04,1820730,Botany,3,60
2011-08,1820730,Botany,4,17
2012-04,1820730,Botany,5,25
2011-04,1820748,Botany,3,60
2012-04,1820748,Botany,5,50
2011-04,1820754,Botany,4,80
2011-07,1820754,Botany,5,50
2011-08,1820754,Botany,6,17
2011-04,1820755,Botany,3,60
2011-08,1820755,Botany,4,17
2012-03,1820755,Botany,5,33
2011-04,1820758,Botany,3,60
2012-04,1820758,Botany,5,50
2011-04,1820760,Botany,3,60
2011-08,1820760,Botany,5,33
2011-04,1820775,Botany,4,80
2011-07,1820775,Botany,5,50
2011-08,1820775,Botany,6,17
2011-04,1820776,Botany,4,80
2011-07,1820776,Botany,5,50
2011-08,1820776,Botany,6,17
2011-04,1820785,Botany,3,60
2012-04,1820785,Botany,5,50
2011-04,1820786,Botany,3,60
2012-04,1820786,Botany,5,50
2011-04,1820795,Botany,3,60
2011-08,1820795,Botany,5,33
2011-04,1820796,Botany,3,60
2011-08,1820796,Botany,5,33
2011-04,1820799,Botany,3,60
2011-08,1820799,Botany,5,33
2011-04,1820802,Botany,3,60
2012-08,1820802,Botany,4,10
2012-12,1820802,Botany,5,33
2011-04,1820821,Botany,3,60
2012-04,1820821,Botany,5,50
2011-04,1820822,Botany,3,60
2012-04,1820822,Botany,5,50
2011-04,1820823,Botany,3,60
2011-08,1820823,Botany,5,33
2011-04,1820824,Botany,4,80
2011-07,1820824,Botany,5,50
2011-08,1820824,Botany,6,17
2011-04,1820825,Botany,3,60
2011-08,1820825,Botany,4,17
2012-03,1820825,Botany,5,33
2011-04,1820833,Botany,3,60
2011-08,1820833,Botany,5,33
2011-04,1820834,Botany,3,60
2011-07,1820834,Botany,4,50
2011-08,1820834,Botany,5,17
2011-04,1820838,Botany,3,60
2011-08,1820838,Botany,5,33
2012-04,1820838,Botany,6,25
2011-04,1820844,Botany,3,60
2011-08,1820844,Botany,5,33
2011-04,1820849,Botany,4,80
2012-06,1820849,Botany,6,6
2011-04,1820851,Botany,3,60
2011-07,1820851,Botany,4,50
2011-08,1820851,Botany,5,17
2011-04,1820855,Botany,3,60
2011-08,1820855,Botany,5,33
2011-04,1820856,Botany,3,60
2011-08,1820856,Botany,4,17
2012-04,1820856,Botany,5,25
2011-04,1820868,Botany,4,80
2011-07,1820868,Botany,6,100
2011-08,1820868,Botany,7,17
2011-04,1820876,Botany,4,80
2012-04,1820876,Botany,6,50
2011-04,1820882,Botany,3,60
2012-04,1820882,Botany,5,50
2011-04,1820883,Botany,4,80
2012-04,1820883,Botany,6,50
2011-04,1820887,Botany,3,60
2011-08,1820887,Botany,4,17
2012-04,1820887,Botany,5,25
2011-04,1820896,Botany,3,60
2011-08,1820896,Botany,4,17
2012-04,1820896,Botany,5,25
2011-04,1820906,Botany,3,60
2011-08,1820906,Botany,4,17
2012-04,1820906,Botany,5,25
2011-04,1820907,Botany,4,80
2011-07,1820907,Botany,5,50
2011-08,1820907,Botany,6,17
2011-04,1820913,Botany,3,60
2011-08,1820913,Botany,5,33
2011-04,1820916,Botany,4,80
2011-07,1820916,Botany,5,50
2011-08,1820916,Botany,6,17
2011-04,1820918,Botany,4,80
2011-07,1820918,Botany,5,50
2011-08,1820918,Botany,6,17
2011-04,1820919,Botany,4,80
2011-07,1820919,Botany,5,50
2011-08,1820919,Botany,6,17
2011-04,1820920,Botany,3,60
2011-08,1820920,Botany,4,17
2012-03,1820920,Botany,5,33
2011-04,1820922,Botany,3,60
2011-08,1820922,Botany,5,33
2011-04,1820923,Botany,4,80
2012-06,1820923,Botany,6,6
2011-04,1820925,Botany,4,80
2012-04,1820925,Botany,6,50
2011-04,1820945,Botany,3,60
2011-08,1820945,Botany,5,33
2011-04,1820948,Botany,3,60
2012-08,1820948,Botany,4,10
2012-12,1820948,Botany,5,33
2011-04,1820949,Botany,4,80
2011-08,1820949,Botany,5,17
2012-04,1820949,Botany,6,25
2011-04,1820953,Botany,4,80
2012-04,1820953,Botany,6,50
2011-04,1820957,Botany,2,40
2011-07,1820957,Botany,3,50
2011-08,1820957,Botany,4,17
2011-04,1820962,Botany,4,80
2012-04,1820962,Botany,6,50
2011-04,1820964,Botany,4,80
2012-08,1820964,Botany,5,10
2012-12,1820964,Botany,6,33
2011-04,1820965,Botany,2,40
2012-08,1820965,Botany,3,10
2012-12,1820965,Botany,4,33
2011-04,1820967,Botany,3,60
2011-08,1820967,Botany,5,33
2012-04,1820967,Botany,6,25
2011-04,1820975,Botany,4,80
2012-04,1820975,Botany,6,50
2011-04,1820979,Botany,3,60
2011-07,1820979,Botany,4,50
2011-08,1820979,Botany,5,17
2011-04,1820980,Botany,3,60
2011-08,1820980,Botany,5,33
2011-04,1820985,Botany,3,60
2011-07,1820985,Botany,4,50
2011-08,1820985,Botany,5,17
2011-04,1820987,Botany,4,80
2012-06,1820987,Botany,6,6
2011-04,1820995,Botany,3,60
2011-08,1820995,Botany,4,17
2012-03,1820995,Botany,5,33
2011-04,1821004,Botany,2,40
2011-08,1821004,Botany,4,33
2011-04,1821006,Botany,2,40
2011-08,1821006,Botany,3,17
2012-03,1821006,Botany,4,33
2011-04,1821008,Botany,3,60
2011-07,1821008,Botany,4,50
2011-08,1821008,Botany,5,17
2011-04,1821010,Botany,3,60
2012-08,1821010,Botany,4,10
2012-12,1821010,Botany,5,33
2011-04,1821011,Botany,3,60
2011-08,1821011,Botany,4,17
2012-03,1821011,Botany,5,33
2011-04,1821016,Botany,3,60
2011-07,1821016,Botany,4,50
2011-08,1821016,Botany,5,17
2011-04,1821017,Botany,4,80
2012-04,1821017,Botany,6,50
2011-04,1821024,Botany,3,60
2012-08,1821024,Botany,4,10
2012-12,1821024,Botany,5,33
2011-04,1821037,Botany,3,60
2011-08,1821037,Botany,4,17
2012-03,1821037,Botany,5,33
2011-04,1821038,Botany,3,60
2011-08,1821038,Botany,4,17
2012-03,1821038,Botany,5,33
2011-04,1821039,Botany,3,60
2011-07,1821039,Botany,4,50
2011-08,1821039,Botany,5,17
2011-04,1821042,Botany,4,80
2011-07,1821042,Botany,5,50
2011-08,1821042,Botany,6,17
2011-04,1821053,Botany,3,60
2011-08,1821053,Botany,5,33
2011-04,1821056,Botany,3,60
2011-08,1821056,Botany,4,17
2012-04,1821056,Botany,5,25
2011-04,1821057,Botany,3,60
2011-08,1821057,Botany,4,17
2012-04,1821057,Botany,5,25
2011-04,1821061,Botany,3,60
2011-07,1821061,Botany,4,50
2011-08,1821061,Botany,5,17
2011-04,1821064,Botany,4,80
2012-04,1821064,Botany,6,50
2011-04,1821068,Botany,2,40
2011-08,1821068,Botany,4,33
2011-04,1821074,Botany,4,80
2011-07,1821074,Botany,5,50
2011-08,1821074,Botany,6,17
2011-04,1821076,Botany,3,60
2011-08,1821076,Botany,4,17
2012-04,1821076,Botany,5,25
2011-04,1821077,Botany,3,60
2011-08,1821077,Botany,4,17
2012-04,1821077,Botany,5,25
2011-04,1821097,Botany,3,60
2011-08,1821097,Botany,5,33
2011-04,1821101,Botany,4,80
2011-07,1821101,Botany,5,50
2011-08,1821101,Botany,6,17
2011-04,1821115,Botany,3,60
2012-06,1821115,Botany,5,6
2011-04,1821120,Botany,2,40
2012-04,1821120,Botany,4,50
2011-04,1821121,Botany,2,40
2011-08,1821121,Botany,4,33
2011-04,1821132,Botany,3,60
2011-08,1821132,Botany,4,17
2012-03,1821132,Botany,5,33
2011-04,1821146,Botany,3,60
2012-08,1821146,Botany,4,10
2012-12,1821146,Botany,5,33
2011-04,1821147,Botany,3,60
2011-08,1821147,Botany,5,33
2011-04,1821149,Botany,4,80
2012-04,1821149,Botany,6,50
2011-04,1821150,Botany,4,80
2012-04,1821150,Botany,6,50
2011-04,1821152,Botany,4,80
2011-07,1821152,Botany,5,50
2011-08,1821152,Botany,6,17
2011-04,1821154,Botany,3,60
2011-08,1821154,Botany,5,33
2011-04,1821155,Botany,3,60
2011-07,1821155,Botany,4,50
2011-08,1821155,Botany,5,17
2011-04,1821158,Botany,3,60
2011-08,1821158,Botany,4,17
2012-03,1821158,Botany,5,33
2011-04,1821166,Botany,4,80
2011-08,1821166,Botany,5,17
2012-04,1821166,Botany,6,25
2011-04,1821172,Botany,3,60
2012-08,1821172,Botany,4,10
2012-12,1821172,Botany,5,33
2011-04,1821176,Botany,3,60
2011-07,1821176,Botany,4,50
2011-08,1821176,Botany,5,17
2011-04,1821177,Botany,4,80
2011-08,1821177,Botany,5,17
2012-04,1821177,Botany,6,25
2011-04,1821182,Botany,3,60
2011-08,1821182,Botany,5,33
2011-04,1821183,Botany,3,60
2011-08,1821183,Botany,5,33
2011-04,1821187,Botany,3,60
2011-07,1821187,Botany,4,50
2011-08,1821187,Botany,5,17
2011-04,1821189,Botany,3,60
2011-08,1821189,Botany,4,17
2012-04,1821189,Botany,5,25
2011-04,1821195,Botany,3,60
2012-08,1821195,Botany,4,10
2012-12,1821195,Botany,5,33
2011-04,1821196,Botany,3,60
2012-08,1821196,Botany,5,20
2012-12,1821196,Botany,6,33
2011-04,1821200,Botany,3,60
2011-08,1821200,Botany,5,33
2011-04,1821203,Botany,3,60
2011-08,1821203,Botany,5,33
2011-04,1821204,Botany,3,60
2011-08,1821204,Botany,5,33
2011-04,1821209,Botany,3,60
2011-07,1821209,Botany,4,50
2011-08,1821209,Botany,5,17
2011-04,1821210,Botany,3,60
2011-07,1821210,Botany,4,50
2011-08,1821210,Botany,5,17
2011-04,1821216,Botany,3,60
2011-08,1821216,Botany,4,17
2012-04,1821216,Botany,5,25
2011-04,1821217,Botany,3,60
2011-07,1821217,Botany,4,50
2011-08,1821217,Botany,5,17
2011-04,1821219,Botany,3,60
2012-08,1821219,Botany,4,10
2012-12,1821219,Botany,5,33
2011-04,1821224,Botany,2,40
2012-08,1821224,Botany,3,10
2012-12,1821224,Botany,4,33
2011-04,1821226,Botany,2,40
2012-08,1821226,Botany,3,10
2012-12,1821226,Botany,4,33
2011-04,1821229,Botany,2,40
2011-08,1821229,Botany,4,33
2011-04,1821230,Botany,2,40
2011-08,1821230,Botany,3,17
2012-03,1821230,Botany,4,33
2011-04,1821235,Botany,2,40
2011-08,1821235,Botany,4,33
2011-04,1821237,Botany,2,40
2012-04,1821237,Botany,4,50
2011-04,1821242,Botany,2,40
2011-08,1821242,Botany,4,33
2011-04,1821246,Botany,4,80
2012-08,1821246,Botany,5,10
2012-12,1821246,Botany,6,33
2011-04,1821248,Botany,4,80
2011-08,1821248,Botany,5,17
2012-04,1821248,Botany,6,25
2011-04,1821250,Botany,4,80
2011-07,1821250,Botany,5,50
2011-08,1821250,Botany,6,17
2011-04,1821256,Botany,4,80
2011-08,1821256,Botany,5,17
2012-04,1821256,Botany,6,25
2011-04,1821258,Botany,5,100
2011-07,1821258,Botany,6,50
2011-08,1821258,Botany,7,17
2011-04,1821261,Botany,5,100
2011-07,1821261,Botany,6,50
2011-08,1821261,Botany,7,17
2011-04,1821268,Botany,4,80
2012-08,1821268,Botany,5,10
2012-12,1821268,Botany,6,33
2011-04,1821276,Botany,4,80
2012-08,1821276,Botany,5,10
2012-12,1821276,Botany,6,33
2011-04,1821283,Botany,5,100
2012-08,1821283,Botany,6,10
2012-12,1821283,Botany,7,33
2011-04,1821284,Botany,5,100
2012-08,1821284,Botany,6,10
2012-12,1821284,Botany,7,33
2011-04,1821285,Botany,5,100
2012-04,1821285,Botany,7,50
2011-04,1821294,Botany,3,60
2012-04,1821294,Botany,5,50
2011-04,1821297,Botany,3,60
2011-08,1821297,Botany,4,17
2012-04,1821297,Botany,5,25
2011-04,1821298,Botany,3,60
2012-04,1821298,Botany,5,50
2011-04,1821300,Botany,3,60
2012-07,1821300,Botany,5,50
2011-04,1821302,Botany,4,80
2011-07,1821302,Botany,5,50
2011-08,1821302,Botany,6,17
2011-04,1821310,Botany,3,60
2012-08,1821310,Botany,4,10
2012-12,1821310,Botany,5,33
2011-04,1821316,Botany,3,60
2012-06,1821316,Botany,5,6
2011-04,1821327,Botany,4,80
2012-04,1821327,Botany,6,50
2011-04,1821329,Botany,4,80
2012-04,1821329,Botany,6,50
2011-04,1821334,Botany,3,60
2011-07,1821334,Botany,5,100
2011-04,1821336,Botany,3,60
2011-07,1821336,Botany,5,100
2011-04,1821346,Botany,3,60
2011-07,1821346,Botany,5,100
2011-04,1821353,Botany,3,60
2012-06,1821353,Botany,5,6
2011-04,1821354,Botany,3,60
2011-07,1821354,Botany,4,50
2011-08,1821354,Botany,5,17
2011-04,1821355,Botany,4,80
2011-07,1821355,Botany,5,50
2011-08,1821355,Botany,6,17
2011-04,1821356,Botany,4,80
2011-07,1821356,Botany,5,50
2011-08,1821356,Botany,6,17
2011-04,1821359,Botany,3,60
2011-07,1821359,Botany,5,100
2011-04,1821362,Botany,3,60
2011-08,1821362,Botany,4,17
2012-04,1821362,Botany,5,25
2011-04,1821366,Botany,4,80
2011-08,1821366,Botany,5,17
2011-04,1821375,Botany,4,80
2011-07,1821375,Botany,5,50
2011-08,1821375,Botany,6,17
2011-04,1821376,Botany,4,80
2011-07,1821376,Botany,5,50
2011-08,1821376,Botany,6,17
2011-04,1821380,Botany,3,60
2012-08,1821380,Botany,4,10
2012-12,1821380,Botany,5,33
2011-04,1821384,Botany,3,60
2011-08,1821384,Botany,4,17
2012-04,1821384,Botany,5,25
2011-04,1821387,Botany,3,60
2012-04,1821387,Botany,5,50
2011-04,1821396,Botany,4,80
2011-07,1821396,Botany,5,50
2011-08,1821396,Botany,6,17
2011-04,1821397,Botany,4,80
2011-07,1821397,Botany,5,50
2011-08,1821397,Botany,6,17
2011-04,1821413,Botany,3,60
2011-07,1821413,Botany,4,50
2011-08,1821413,Botany,5,17
2011-04,1821416,Botany,3,60
2011-07,1821416,Botany,4,50
2011-08,1821416,Botany,5,17
2011-04,1821417,Botany,3,60
2011-08,1821417,Botany,5,33
2011-04,1821419,Botany,3,60
2011-08,1821419,Botany,4,17
2012-04,1821419,Botany,5,25
2011-04,1821421,Botany,4,80
2012-08,1821421,Botany,5,10
2012-12,1821421,Botany,6,33
2011-04,1821422,Botany,3,60
2012-08,1821422,Botany,4,10
2012-12,1821422,Botany,5,33
2011-04,1821423,Botany,3,60
2012-08,1821423,Botany,4,10
2012-12,1821423,Botany,5,33
2011-04,1821424,Botany,3,60
2012-04,1821424,Botany,5,50
2011-04,1821426,Botany,3,60
2012-08,1821426,Botany,4,10
2012-12,1821426,Botany,5,33
2011-04,1821433,Botany,4,80
2011-07,1821433,Botany,5,50
2011-08,1821433,Botany,6,17
2011-04,1821434,Botany,4,80
2011-07,1821434,Botany,5,50
2011-08,1821434,Botany,6,17
2011-04,1821451,Botany,4,80
2012-08,1821451,Botany,5,10
2012-12,1821451,Botany,6,33
2011-04,1821452,Botany,3,60
2011-08,1821452,Botany,5,33
2011-04,1821460,Botany,3,60
2011-08,1821460,Botany,5,33
2011-04,1821463,Botany,3,60
2011-08,1821463,Botany,5,33
2011-04,1821465,Botany,3,60
2012-08,1821465,Botany,4,10
2012-12,1821465,Botany,5,33
2011-04,1821466,Botany,3,60
2012-08,1821466,Botany,4,10
2012-12,1821466,Botany,5,33
2011-04,1821472,Botany,4,80
2012-04,1821472,Botany,6,50
2011-04,1821473,Botany,3,60
2011-07,1821473,Botany,4,50
2011-08,1821473,Botany,5,17
2011-04,1821476,Botany,3,60
2012-08,1821476,Botany,4,10
2012-12,1821476,Botany,5,33
2011-04,1821487,Botany,3,60
2012-08,1821487,Botany,4,10
2012-12,1821487,Botany,5,33
2011-04,1821498,Botany,3,60
2011-08,1821498,Botany,5,33
2011-04,1821500,Botany,4,80
2012-08,1821500,Botany,5,10
2012-12,1821500,Botany,6,33
2011-04,1821506,Botany,4,80
2012-08,1821506,Botany,5,10
2012-12,1821506,Botany,6,33
2011-04,1821507,Botany,4,80
2012-08,1821507,Botany,5,10
2012-12,1821507,Botany,6,33
2011-04,1821514,Botany,3,60
2012-08,1821514,Botany,4,10
2012-12,1821514,Botany,5,33
2011-04,1821517,Botany,3,60
2011-07,1821517,Botany,4,50
2011-08,1821517,Botany,5,17
2011-04,1821520,Botany,3,60
2011-08,1821520,Botany,4,17
2012-04,1821520,Botany,5,25
2011-04,1821530,Botany,3,60
2011-07,1821530,Botany,4,50
2011-08,1821530,Botany,5,17
2011-04,1821541,Botany,3,60
2011-08,1821541,Botany,4,17
2012-04,1821541,Botany,5,25
2011-04,1821543,Botany,3,60
2011-08,1821543,Botany,5,33
2011-04,1821549,Botany,3,60
2012-08,1821549,Botany,4,10
2012-12,1821549,Botany,5,33
2011-04,1821553,Botany,3,60
2012-06,1821553,Botany,5,6
2011-04,1821556,Botany,3,60
2011-07,1821556,Botany,4,50
2011-08,1821556,Botany,5,17
2011-04,1821557,Botany,4,80
2012-04,1821557,Botany,6,50
2011-04,1821559,Botany,3,60
2011-07,1821559,Botany,4,50
2011-08,1821559,Botany,5,17
2011-04,1821561,Botany,3,60
2011-08,1821561,Botany,5,33
2011-04,1821570,Botany,3,60
2012-08,1821570,Botany,4,10
2012-12,1821570,Botany,5,33
2011-04,1821582,Botany,4,80
2012-04,1821582,Botany,6,50
2011-04,1821584,Botany,3,60
2012-04,1821584,Botany,5,50
2011-04,1821604,Botany,3,60
2012-04,1821604,Botany,5,50
2011-04,1821612,Botany,4,80
2012-08,1821612,Botany,5,10
2012-12,1821612,Botany,6,33
2011-04,1821620,Botany,4,80
2012-04,1821620,Botany,6,50
2011-04,1821621,Botany,3,60
2012-08,1821621,Botany,4,10
2012-12,1821621,Botany,5,33
2011-04,1821626,Botany,4,80
2012-04,1821626,Botany,6,50
2011-04,1821627,Botany,3,60
2011-07,1821627,Botany,4,50
2011-08,1821627,Botany,5,17
2011-04,1821628,Botany,3,60
2011-07,1821628,Botany,4,50
2011-08,1821628,Botany,5,17
2011-04,1821632,Botany,3,60
2012-06,1821632,Botany,5,6
2011-04,1821647,Botany,4,80
2012-08,1821647,Botany,5,10
2012-12,1821647,Botany,6,33
2011-04,1821649,Botany,3,60
2012-08,1821649,Botany,4,10
2012-12,1821649,Botany,5,33
2011-04,1821650,Botany,3,60
2012-08,1821650,Botany,4,10
2012-12,1821650,Botany,5,33
2011-04,1821656,Botany,4,80
2012-04,1821656,Botany,6,50
2011-04,1821658,Botany,3,60
2012-06,1821658,Botany,5,6
2011-04,1821661,Botany,3,60
2011-08,1821661,Botany,4,17
2012-04,1821661,Botany,5,25
2011-04,1821668,Botany,3,60
2012-08,1821668,Botany,4,10
2012-12,1821668,Botany,5,33
2011-04,1821669,Botany,3,60
2012-08,1821669,Botany,4,10
2012-12,1821669,Botany,5,33
2011-04,1821684,Botany,4,80
2012-04,1821684,Botany,6,50
2011-04,1821686,Botany,3,60
2012-06,1821686,Botany,5,6
2011-04,1821688,Botany,4,80
2012-04,1821688,Botany,6,50
2011-04,1821698,Botany,4,80
2011-08,1821698,Botany,5,17
2011-04,1821700,Botany,3,60
2011-08,1821700,Botany,5,33
2011-04,1821705,Botany,4,80
2012-04,1821705,Botany,6,50
2011-04,1821727,Botany,4,80
2012-04,1821727,Botany,6,50
2011-04,1821733,Botany,3,60
2011-07,1821733,Botany,4,50
2011-08,1821733,Botany,5,17
2011-04,1821735,Botany,3,60
2011-08,1821735,Botany,4,17
2012-04,1821735,Botany,5,25
2011-04,1821741,Botany,4,80
2012-06,1821741,Botany,6,6
2011-04,1821745,Botany,4,80
2012-04,1821745,Botany,6,50
2011-04,1821748,Botany,3,60
2012-08,1821748,Botany,4,10
2012-12,1821748,Botany,5,33
2011-04,1821751,Botany,3,60
2011-08,1821751,Botany,4,17
2012-04,1821751,Botany,5,25
2011-04,1821758,Botany,3,60
2012-08,1821758,Botany,4,10
2012-12,1821758,Botany,5,33
2011-04,1821769,Botany,3,60
2012-04,1821769,Botany,5,50
2011-04,1821781,Botany,3,60
2012-06,1821781,Botany,5,6
2011-04,1821807,Botany,3,60
2012-08,1821807,Botany,4,10
2012-12,1821807,Botany,5,33
2011-04,1821812,Botany,3,60
2011-07,1821812,Botany,4,50
2011-08,1821812,Botany,5,17
2011-04,1821815,Botany,3,60
2011-07,1821815,Botany,4,50
2011-08,1821815,Botany,5,17
2011-04,1821816,Botany,3,60
2011-08,1821816,Botany,5,33
2011-04,1821817,Botany,3,60
2011-08,1821817,Botany,5,33
2011-04,1821818,Botany,3,60
