"","date","CAT_irn","FieldDept","cumulative","rel_freq"
"5313","2013-08",2305382,"Geology_Paleobotany",9,38
"5314","2013-09",2305382,"Geology_Paleobotany",15,38
"5315","2014-06",2305382,"Geology_Paleobotany",18,10
"5500","2013-05",2350146,"Anthropology",3,3
"5501","2014-03",2350146,"Anthropology",6,13
"5502","2014-04",2350146,"Anthropology",9,3
"5503","2014-07",2350146,"Anthropology",12,13
"5504","2014-08",2350146,"Anthropology",30,38
"5505","2013-05",2350149,"Anthropology",3,18
"5506","2014-03",2350149,"Anthropology",6,21
"5507","2014-04",2350149,"Anthropology",9,4
"5508","2014-07",2350149,"Anthropology",12,7
"5509","2014-08",2350149,"Anthropology",30,38
"5518","2013-05",2350244,"Anthropology",4,25
"5519","2013-12",2350244,"Anthropology",8,3
"5520","2014-02",2350244,"Anthropology",12,3
"5521","2014-07",2350244,"Anthropology",20,5
"5522","2014-08",2350244,"Anthropology",36,50
"5523","2013-05",2350251,"Anthropology",4,3
"5524","2013-12",2350251,"Anthropology",8,6
"5525","2014-02",2350251,"Anthropology",12,11
"5526","2014-07",2350251,"Anthropology",20,6
"5527","2014-08",2350251,"Anthropology",36,50
"5535","2013-05",2350729,"Anthropology",8,50
"5536","2013-12",2350729,"Anthropology",12,100
"5537","2014-02",2350729,"Anthropology",16,6
"5538","2014-07",2350729,"Anthropology",20,8
"5539","2014-08",2350729,"Anthropology",44,100
"5540","2013-05",2350736,"Anthropology",4,3
"5541","2014-02",2350736,"Anthropology",6,6
"5542","2014-05",2350736,"Anthropology",8,6
"5543","2014-06",2350736,"Anthropology",10,10
"5544","2014-07",2350736,"Anthropology",12,50
"5545","2014-08",2350736,"Anthropology",20,3
"5546","2013-05",2350737,"Anthropology",4,3
"5547","2014-02",2350737,"Anthropology",6,25
"5548","2014-05",2350737,"Anthropology",8,3
"5549","2014-06",2350737,"Anthropology",10,3
"5550","2014-07",2350737,"Anthropology",12,50
"5551","2014-08",2350737,"Anthropology",20,3
"5552","2013-05",2350739,"Anthropology",3,3
"5553","2013-12",2350739,"Anthropology",6,25
"5554","2014-03",2350739,"Anthropology",9,3
"5555","2014-07",2350739,"Anthropology",12,3
"5556","2014-08",2350739,"Anthropology",27,38
"5557","2013-05",2350740,"Anthropology",3,2
"5558","2013-12",2350740,"Anthropology",6,18
"5559","2014-03",2350740,"Anthropology",9,4
"5560","2014-07",2350740,"Anthropology",12,6
"5561","2014-08",2350740,"Anthropology",27,38
"5562","2013-05",2350869,"Anthropology",3,2
"5563","2013-06",2350869,"Anthropology",6,18
"5564","2013-12",2350869,"Anthropology",9,4
"5565","2014-03",2350869,"Anthropology",12,6
"5566","2014-07",2350869,"Anthropology",15,38
"5567","2014-08",2350869,"Anthropology",30,75
"5568","2013-05",2350870,"Anthropology",3,2
"5569","2013-06",2350870,"Anthropology",6,18
"5570","2013-12",2350870,"Anthropology",9,4
"5571","2014-03",2350870,"Anthropology",12,6
"5572","2014-07",2350870,"Anthropology",15,38
"5573","2014-08",2350870,"Anthropology",30,75
"5574","2013-05",2350871,"Anthropology",6,2
"5575","2013-12",2350871,"Anthropology",9,18
"5576","2014-05",2350871,"Anthropology",12,4
"5577","2014-07",2350871,"Anthropology",15,6
"5578","2014-08",2350871,"Anthropology",30,75
"5579","2013-05",2350872,"Anthropology",6,2
"5580","2013-12",2350872,"Anthropology",9,5
"5581","2014-05",2350872,"Anthropology",12,4
"5582","2014-07",2350872,"Anthropology",15,6
"5583","2014-08",2350872,"Anthropology",30,75
"5763","2013-10",2762047,"Anthropology",2,50
"5764","2014-01",2762047,"Anthropology",4,50
"5765","2014-07",2762047,"Anthropology",6,50
"5766","2014-08",2762047,"Anthropology",12,50
"5767","2014-09",2762047,"Anthropology",28,7
"5768","2013-10",2762048,"Anthropology",2,40
"5769","2014-01",2762048,"Anthropology",4,3
"5770","2014-07",2762048,"Anthropology",6,2
"5771","2014-08",2762048,"Anthropology",12,73
"5772","2014-09",2762048,"Anthropology",34,7
"5870","2013-10",2762314,"Anthropology",4,2
"5871","2014-02",2762314,"Anthropology",6,3
"5872","2014-04",2762314,"Anthropology",8,2
"5873","2014-07",2762314,"Anthropology",10,2
"5874","2014-08",2762314,"Anthropology",16,14
"5875","2013-10",2762315,"Anthropology",4,3
"5876","2014-02",2762315,"Anthropology",6,14
"5877","2014-04",2762315,"Anthropology",8,3
"5878","2014-07",2762315,"Anthropology",10,2
"5879","2014-08",2762315,"Anthropology",16,14
"5880","2013-10",2762316,"Anthropology",4,3
"5881","2014-02",2762316,"Anthropology",6,14
"5882","2014-04",2762316,"Anthropology",8,3
"5883","2014-07",2762316,"Anthropology",10,2
"5884","2014-08",2762316,"Anthropology",16,14
"5885","2013-10",2762317,"Anthropology",4,3
"5886","2014-02",2762317,"Anthropology",6,14
"5887","2014-04",2762317,"Anthropology",8,3
"5888","2014-07",2762317,"Anthropology",10,2
"5889","2014-08",2762317,"Anthropology",16,14
"5890","2013-10",2762318,"Anthropology",4,3
"5891","2014-02",2762318,"Anthropology",6,14
"5892","2014-04",2762318,"Anthropology",8,3
"5893","2014-07",2762318,"Anthropology",10,2
"5894","2014-08",2762318,"Anthropology",16,14
"5895","2013-10",2762319,"Anthropology",4,3
"5896","2014-02",2762319,"Anthropology",6,14
"5897","2014-04",2762319,"Anthropology",8,3
"5898","2014-07",2762319,"Anthropology",10,2
"5899","2014-08",2762319,"Anthropology",16,14
"5900","2013-10",2762320,"Anthropology",4,3
"5901","2014-02",2762320,"Anthropology",6,14
"5902","2014-04",2762320,"Anthropology",8,3
"5903","2014-07",2762320,"Anthropology",10,2
"5904","2014-08",2762320,"Anthropology",16,14
"5905","2013-10",2762321,"Anthropology",4,3
"5906","2014-02",2762321,"Anthropology",6,14
"5907","2014-04",2762321,"Anthropology",8,3
"5908","2014-07",2762321,"Anthropology",10,2
"5909","2014-08",2762321,"Anthropology",16,14
